order_id,order_date,month,day_of_week,category,product,franchise,sales_channel,region,unit_price,quantity,gross_revenue,discount_pct,discount_amt,net_revenue,customer_satisfaction,returned
17474,2024-12-29,12,Sunday,Toys,Plush Toy,Ocean Tales,Theme Park Shop,Midwest,35.67,2,71.34,25,17.84,53.5,4,0
17475,2024-12-29,12,Sunday,Apparel,Jacket,Fantasy Kingdom,Online Store,East Coast,32.57,2,65.14,15,9.77,55.37,4,0
17476,2024-12-29,12,Sunday,Apparel,Hat,Space Rangers,Pop-Up Event,East Coast,49.05,1,49.05,15,7.36,41.69,3,0
17477,2024-12-29,12,Sunday,Accessories,Keychain,Enchanted Forest,Pop-Up Event,East Coast,13.12,1,13.12,20,2.62,10.5,4,0
17478,2024-12-29,12,Sunday,Home,Ornament,Enchanted Forest,Pop-Up Event,International,34.49,2,68.98,20,13.8,55.18,3,0
17479,2024-12-29,12,Sunday,Home,Blanket,Space Rangers,Online Store,International,34.45,5,172.25,0,0.0,172.25,5,0
17480,2024-12-29,12,Sunday,Accessories,Phone Case,Enchanted Forest,Pop-Up Event,Midwest,20.19,1,20.19,15,3.03,17.16,3,0
17481,2024-12-29,12,Sunday,Home,Candle,Hero Squad,Online Store,Midwest,26.41,2,52.82,5,2.64,50.18,3,0
17482,2024-12-29,12,Sunday,Apparel,Dress,Hero Squad,Retail Partner,East Coast,56.79,1,56.79,0,0.0,56.79,4,0
17483,2024-12-29,12,Sunday,Toys,Building Set,Hero Squad,Theme Park Shop,West Coast,36.72,1,36.72,20,7.34,29.38,5,0
17484,2024-12-29,12,Sunday,Collectibles,Art Book,Fantasy Kingdom,Online Store,Midwest,58.47,2,116.94,0,0.0,116.94,3,0
17485,2024-12-29,12,Sunday,Collectibles,Limited Print,Hero Squad,Online Store,Midwest,33.59,2,67.18,5,3.36,63.82,2,1
17486,2024-12-29,12,Sunday,Home,Candle,Enchanted Forest,Pop-Up Event,Midwest,20.97,1,20.97,0,0.0,20.97,3,0
17487,2024-12-29,12,Sunday,Accessories,Phone Case,Space Rangers,Retail Partner,East Coast,18.4,2,36.8,20,7.36,29.44,2,0
17488,2024-12-29,12,Sunday,Accessories,Watch,Hero Squad,Retail Partner,International,14.38,2,28.76,20,5.75,23.01,5,1
17489,2024-12-29,12,Sunday,Collectibles,Coin Set,Space Rangers,Retail Partner,West Coast,63.98,1,63.98,25,15.99,47.99,5,0
17490,2024-12-29,12,Sunday,Accessories,Phone Case,Enchanted Forest,Pop-Up Event,Midwest,12.61,1,12.61,0,0.0,12.61,4,0
17491,2024-12-29,12,Sunday,Collectibles,Art Book,Space Rangers,Theme Park Shop,East Coast,72.47,1,72.47,15,10.87,61.6,4,0
17492,2024-12-29,12,Sunday,Collectibles,Art Book,Hero Squad,Theme Park Shop,East Coast,72.06,1,72.06,25,18.02,54.04,4,0
17493,2024-12-29,12,Sunday,Collectibles,Vinyl Figure,Ocean Tales,Online Store,East Coast,56.8,2,113.6,15,17.04,96.56,5,0
17494,2024-12-29,12,Sunday,Accessories,Watch,Ocean Tales,Online Store,Midwest,18.32,1,18.32,15,2.75,15.57,4,0
17495,2024-12-29,12,Sunday,Toys,Puzzle,Enchanted Forest,Online Store,Southeast,39.68,5,198.4,0,0.0,198.4,4,0
17496,2024-12-29,12,Sunday,Home,Wall Art,Ocean Tales,Pop-Up Event,West Coast,34.07,2,68.14,5,3.41,64.73,2,0
17497,2024-12-29,12,Sunday,Apparel,Dress,Enchanted Forest,Pop-Up Event,West Coast,26.02,2,52.04,5,2.6,49.44,3,0
17498,2024-12-29,12,Sunday,Home,Blanket,Fantasy Kingdom,Online Store,East Coast,34.39,3,103.17,15,15.48,87.69,3,0
17499,2024-12-29,12,Sunday,Toys,Building Set,Enchanted Forest,Online Store,East Coast,34.11,2,68.22,0,0.0,68.22,4,0
17500,2024-12-30,12,Monday,Accessories,Phone Case,Hero Squad,Online Store,International,21.99,3,65.97,25,16.49,49.48,4,0
17501,2024-12-30,12,Monday,Toys,Board Game,Fantasy Kingdom,Theme Park Shop,Midwest,31.72,1,31.72,5,1.59,30.13,4,0
17502,2024-12-30,12,Monday,Collectibles,Limited Print,Ocean Tales,Pop-Up Event,West Coast,64.41,1,64.41,0,0.0,64.41,5,0
17503,2024-12-30,12,Monday,Apparel,Dress,Ocean Tales,Theme Park Shop,West Coast,49.03,1,49.03,0,0.0,49.03,5,0
17504,2024-12-30,12,Monday,Collectibles,Art Book,Ocean Tales,Online Store,East Coast,73.08,2,146.16,0,0.0,146.16,4,0
17505,2024-12-30,12,Monday,Collectibles,Art Book,Hero Squad,Theme Park Shop,Southeast,45.95,1,45.95,10,4.59,41.36,4,0
17506,2024-12-30,12,Monday,Toys,Building Set,Ocean Tales,Online Store,International,30.56,1,30.56,25,7.64,22.92,1,0
17507,2024-12-30,12,Monday,Toys,Action Figure,Fantasy Kingdom,Online Store,West Coast,21.62,1,21.62,0,0.0,21.62,4,1
17508,2024-12-30,12,Monday,Accessories,Pin Set,Space Rangers,Pop-Up Event,Midwest,21.98,1,21.98,20,4.4,17.58,3,0
17509,2024-12-30,12,Monday,Accessories,Keychain,Fantasy Kingdom,Retail Partner,East Coast,22.45,1,22.45,0,0.0,22.45,1,1
17510,2024-12-30,12,Monday,Apparel,Dress,Fantasy Kingdom,Retail Partner,International,24.61,2,49.22,20,9.84,39.38,5,0
17511,2024-12-30,12,Monday,Toys,Action Figure,Fantasy Kingdom,Online Store,Midwest,39.26,3,117.78,25,29.45,88.33,5,0
17512,2024-12-30,12,Monday,Collectibles,Vinyl Figure,Enchanted Forest,Online Store,East Coast,43.68,4,174.72,20,34.94,139.78,3,0
17513,2024-12-30,12,Monday,Accessories,Phone Case,Ocean Tales,Online Store,Midwest,27.93,2,55.86,10,5.59,50.27,5,0
17514,2024-12-30,12,Monday,Collectibles,Limited Print,Space Rangers,Online Store,West Coast,42.77,2,85.54,15,12.83,72.71,5,1
17515,2024-12-30,12,Monday,Accessories,Phone Case,Space Rangers,Online Store,West Coast,19.83,4,79.32,5,3.97,75.35,4,0
17516,2024-12-30,12,Monday,Apparel,Hat,Hero Squad,Retail Partner,East Coast,33.34,2,66.68,20,13.34,53.34,3,0
17517,2024-12-30,12,Monday,Home,Ornament,Enchanted Forest,Online Store,Midwest,32.05,2,64.1,10,6.41,57.69,4,1
17518,2024-12-30,12,Monday,Collectibles,Limited Print,Hero Squad,Pop-Up Event,West Coast,64.99,1,64.99,0,0.0,64.99,4,0
17519,2024-12-30,12,Monday,Collectibles,Vinyl Figure,Ocean Tales,Theme Park Shop,International,47.76,1,47.76,0,0.0,47.76,4,0
17520,2024-12-30,12,Monday,Accessories,Backpack,Fantasy Kingdom,Online Store,West Coast,14.46,5,72.3,5,3.62,68.68,4,0
17521,2024-12-30,12,Monday,Apparel,T-Shirt,Space Rangers,Theme Park Shop,East Coast,25.13,1,25.13,5,1.26,23.87,4,0
17522,2024-12-30,12,Monday,Apparel,T-Shirt,Hero Squad,Online Store,East Coast,45.65,2,91.3,15,13.7,77.6,5,0
17523,2024-12-30,12,Monday,Toys,Board Game,Space Rangers,Online Store,West Coast,27.43,1,27.43,10,2.74,24.69,3,0
17524,2024-12-30,12,Monday,Accessories,Phone Case,Enchanted Forest,Retail Partner,Midwest,19.02,2,38.04,10,3.8,34.24,1,0
17525,2024-12-30,12,Monday,Collectibles,Art Book,Ocean Tales,Theme Park Shop,West Coast,64.32,1,64.32,0,0.0,64.32,4,0
17526,2024-12-31,12,Tuesday,Collectibles,Coin Set,Space Rangers,Pop-Up Event,East Coast,61.61,2,123.22,25,30.8,92.42,3,0
17527,2024-12-31,12,Tuesday,Apparel,Dress,Enchanted Forest,Online Store,Midwest,44.65,1,44.65,10,4.46,40.19,5,0
17528,2024-12-31,12,Tuesday,Apparel,Hoodie,Hero Squad,Online Store,East Coast,37.1,2,74.2,15,11.13,63.07,3,0
17529,2024-12-31,12,Tuesday,Accessories,Backpack,Hero Squad,Online Store,East Coast,19.76,2,39.52,0,0.0,39.52,3,0
17530,2024-12-31,12,Tuesday,Home,Mug,Enchanted Forest,Online Store,West Coast,25.05,2,50.1,15,7.51,42.59,5,0
17531,2024-12-31,12,Tuesday,Home,Blanket,Enchanted Forest,Online Store,East Coast,17.3,1,17.3,15,2.6,14.7,4,0
17532,2024-12-31,12,Tuesday,Accessories,Keychain,Enchanted Forest,Retail Partner,East Coast,23.58,1,23.58,15,3.54,20.04,3,0
17533,2024-12-31,12,Tuesday,Home,Candle,Enchanted Forest,Retail Partner,Midwest,27.75,1,27.75,20,5.55,22.2,5,0
17534,2024-12-31,12,Tuesday,Home,Ornament,Hero Squad,Online Store,East Coast,19.46,1,19.46,15,2.92,16.54,5,0
17535,2024-12-31,12,Tuesday,Collectibles,Art Book,Fantasy Kingdom,Online Store,Midwest,73.24,2,146.48,25,36.62,109.86,3,0
17536,2024-12-31,12,Tuesday,Accessories,Pin Set,Enchanted Forest,Online Store,West Coast,21.68,1,21.68,0,0.0,21.68,4,0
17537,2024-12-31,12,Tuesday,Apparel,Dress,Hero Squad,Retail Partner,Southeast,23.05,1,23.05,5,1.15,21.9,1,1
17538,2024-12-31,12,Tuesday,Home,Blanket,Hero Squad,Online Store,West Coast,27.98,2,55.96,5,2.8,53.16,3,0
17539,2024-12-31,12,Tuesday,Collectibles,Coin Set,Enchanted Forest,Pop-Up Event,Southeast,52.5,3,157.5,0,0.0,157.5,5,1
17540,2024-12-31,12,Tuesday,Toys,Building Set,Enchanted Forest,Online Store,Midwest,27.65,1,27.65,0,0.0,27.65,5,1
17541,2024-12-31,12,Tuesday,Accessories,Backpack,Hero Squad,Retail Partner,Midwest,29.22,2,58.44,0,0.0,58.44,4,0
17542,2024-12-31,12,Tuesday,Collectibles,Art Book,Hero Squad,Retail Partner,West Coast,55.48,1,55.48,5,2.77,52.71,4,0
17543,2024-12-31,12,Tuesday,Accessories,Keychain,Enchanted Forest,Pop-Up Event,Southeast,18.01,1,18.01,25,4.5,13.51,4,0
17544,2024-12-31,12,Tuesday,Apparel,Jacket,Space Rangers,Online Store,West Coast,23.42,3,70.26,10,7.03,63.23,5,0
17545,2025-01-01,1,Wednesday,Accessories,Phone Case,Space Rangers,Online Store,East Coast,19.79,2,39.58,0,0.0,39.58,4,0
17546,2025-01-01,1,Wednesday,Home,Blanket,Ocean Tales,Online Store,International,35.24,1,35.24,0,0.0,35.24,3,0
17547,2025-01-01,1,Wednesday,Apparel,Hat,Fantasy Kingdom,Theme Park Shop,West Coast,52.44,2,104.88,15,15.73,89.15,2,0
17548,2025-01-01,1,Wednesday,Accessories,Watch,Ocean Tales,Online Store,West Coast,30.03,1,30.03,0,0.0,30.03,4,0
17549,2025-01-01,1,Wednesday,Toys,Puzzle,Fantasy Kingdom,Theme Park Shop,West Coast,40.83,1,40.83,0,0.0,40.83,5,0
17550,2025-01-01,1,Wednesday,Collectibles,Coin Set,Fantasy Kingdom,Online Store,West Coast,42.28,3,126.84,0,0.0,126.84,3,0
17551,2025-01-01,1,Wednesday,Toys,Plush Toy,Space Rangers,Pop-Up Event,Midwest,31.38,1,31.38,10,3.14,28.24,5,0
17552,2025-01-01,1,Wednesday,Home,Wall Art,Fantasy Kingdom,Pop-Up Event,International,17.22,1,17.22,0,0.0,17.22,5,0
17553,2025-01-01,1,Wednesday,Collectibles,Coin Set,Hero Squad,Online Store,East Coast,66.06,1,66.06,0,0.0,66.06,5,0
17554,2025-01-02,1,Thursday,Apparel,Jacket,Hero Squad,Online Store,International,35.45,2,70.9,0,0.0,70.9,5,0
17555,2025-01-02,1,Thursday,Apparel,Hoodie,Enchanted Forest,Theme Park Shop,East Coast,26.52,2,53.04,20,10.61,42.43,5,0
17556,2025-01-02,1,Thursday,Apparel,Hat,Ocean Tales,Online Store,International,53.29,2,106.58,20,21.32,85.26,5,0
17557,2025-01-02,1,Thursday,Accessories,Phone Case,Enchanted Forest,Pop-Up Event,Southeast,18.16,1,18.16,25,4.54,13.62,4,0
17558,2025-01-02,1,Thursday,Home,Mug,Ocean Tales,Theme Park Shop,Midwest,26.51,1,26.51,0,0.0,26.51,4,0
17559,2025-01-02,1,Thursday,Home,Mug,Enchanted Forest,Online Store,Southeast,15.38,1,15.38,10,1.54,13.84,4,0
17560,2025-01-02,1,Thursday,Home,Mug,Ocean Tales,Theme Park Shop,International,22.16,1,22.16,0,0.0,22.16,4,0
17561,2025-01-02,1,Thursday,Toys,Building Set,Enchanted Forest,Online Store,West Coast,21.71,1,21.71,25,5.43,16.28,4,0
17562,2025-01-02,1,Thursday,Home,Ornament,Fantasy Kingdom,Retail Partner,East Coast,23.33,3,69.99,25,17.5,52.49,4,0
17563,2025-01-02,1,Thursday,Toys,Board Game,Space Rangers,Online Store,East Coast,34.15,1,34.15,0,0.0,34.15,2,0
17564,2025-01-02,1,Thursday,Collectibles,Coin Set,Hero Squad,Pop-Up Event,International,39.59,2,79.18,20,15.84,63.34,4,0
17565,2025-01-02,1,Thursday,Home,Blanket,Ocean Tales,Pop-Up Event,Midwest,15.69,3,47.07,15,7.06,40.01,5,0
17566,2025-01-02,1,Thursday,Collectibles,Vinyl Figure,Hero Squad,Online Store,West Coast,51.31,2,102.62,5,5.13,97.49,4,0
17567,2025-01-03,1,Friday,Apparel,T-Shirt,Enchanted Forest,Online Store,West Coast,37.29,1,37.29,0,0.0,37.29,3,0
17568,2025-01-03,1,Friday,Collectibles,Vinyl Figure,Space Rangers,Retail Partner,Southeast,37.85,2,75.7,10,7.57,68.13,4,1
17569,2025-01-03,1,Friday,Apparel,T-Shirt,Ocean Tales,Theme Park Shop,International,37.02,4,148.08,0,0.0,148.08,5,0
17570,2025-01-03,1,Friday,Apparel,Dress,Ocean Tales,Theme Park Shop,East Coast,47.13,2,94.26,5,4.71,89.55,5,0
17571,2025-01-03,1,Friday,Toys,Building Set,Fantasy Kingdom,Retail Partner,West Coast,20.36,1,20.36,20,4.07,16.29,4,0
17572,2025-01-03,1,Friday,Home,Ornament,Ocean Tales,Theme Park Shop,Southeast,27.53,1,27.53,10,2.75,24.78,4,0
17573,2025-01-03,1,Friday,Accessories,Backpack,Hero Squad,Theme Park Shop,Midwest,18.02,2,36.04,0,0.0,36.04,5,0
17574,2025-01-03,1,Friday,Toys,Building Set,Hero Squad,Retail Partner,West Coast,33.01,1,33.01,0,0.0,33.01,5,0
17575,2025-01-04,1,Saturday,Apparel,Jacket,Space Rangers,Online Store,East Coast,54.52,2,109.04,0,0.0,109.04,5,0
17576,2025-01-04,1,Saturday,Toys,Action Figure,Hero Squad,Online Store,West Coast,42.05,1,42.05,20,8.41,33.64,5,0
17577,2025-01-04,1,Saturday,Home,Blanket,Ocean Tales,Online Store,East Coast,30.53,1,30.53,0,0.0,30.53,4,0
17578,2025-01-04,1,Saturday,Toys,Puzzle,Space Rangers,Online Store,East Coast,39.94,1,39.94,5,2.0,37.94,5,0
17579,2025-01-04,1,Saturday,Apparel,T-Shirt,Ocean Tales,Theme Park Shop,West Coast,46.11,4,184.44,0,0.0,184.44,4,0
17580,2025-01-04,1,Saturday,Toys,Puzzle,Ocean Tales,Retail Partner,East Coast,36.79,1,36.79,0,0.0,36.79,4,0
17581,2025-01-04,1,Saturday,Accessories,Watch,Space Rangers,Theme Park Shop,East Coast,19.43,4,77.72,15,11.66,66.06,4,0
17582,2025-01-04,1,Saturday,Apparel,T-Shirt,Ocean Tales,Online Store,Southeast,22.79,1,22.79,20,4.56,18.23,4,0
17583,2025-01-04,1,Saturday,Home,Ornament,Enchanted Forest,Online Store,East Coast,26.14,1,26.14,0,0.0,26.14,5,0
17584,2025-01-04,1,Saturday,Accessories,Keychain,Ocean Tales,Theme Park Shop,West Coast,18.57,1,18.57,5,0.93,17.64,3,0
17585,2025-01-04,1,Saturday,Toys,Board Game,Enchanted Forest,Pop-Up Event,Southeast,33.07,1,33.07,10,3.31,29.76,5,0
17586,2025-01-04,1,Saturday,Toys,Board Game,Enchanted Forest,Theme Park Shop,East Coast,34.04,1,34.04,15,5.11,28.93,5,0
17587,2025-01-04,1,Saturday,Accessories,Watch,Hero Squad,Retail Partner,West Coast,14.87,2,29.74,5,1.49,28.25,4,0
17588,2025-01-04,1,Saturday,Home,Mug,Enchanted Forest,Retail Partner,International,20.37,2,40.74,0,0.0,40.74,1,1
17589,2025-01-04,1,Saturday,Accessories,Backpack,Enchanted Forest,Retail Partner,International,31.99,1,31.99,0,0.0,31.99,4,0
17590,2025-01-04,1,Saturday,Toys,Action Figure,Fantasy Kingdom,Theme Park Shop,West Coast,23.51,2,47.02,0,0.0,47.02,4,0
17591,2025-01-04,1,Saturday,Toys,Board Game,Hero Squad,Online Store,West Coast,43.65,2,87.3,0,0.0,87.3,2,0
17592,2025-01-04,1,Saturday,Accessories,Backpack,Ocean Tales,Theme Park Shop,West Coast,15.04,2,30.08,5,1.5,28.58,5,0
17593,2025-01-04,1,Saturday,Accessories,Pin Set,Hero Squad,Theme Park Shop,West Coast,20.37,3,61.11,10,6.11,55.0,3,0
17594,2025-01-04,1,Saturday,Collectibles,Limited Print,Space Rangers,Retail Partner,East Coast,40.82,1,40.82,0,0.0,40.82,4,0
17595,2025-01-04,1,Saturday,Accessories,Pin Set,Space Rangers,Online Store,Midwest,13.16,1,13.16,10,1.32,11.84,3,0
17596,2025-01-05,1,Sunday,Accessories,Phone Case,Enchanted Forest,Online Store,Southeast,21.58,4,86.32,5,4.32,82.0,5,0
17597,2025-01-05,1,Sunday,Apparel,Dress,Space Rangers,Theme Park Shop,West Coast,48.79,4,195.16,0,0.0,195.16,4,0
17598,2025-01-05,1,Sunday,Toys,Action Figure,Enchanted Forest,Pop-Up Event,Midwest,42.73,3,128.19,20,25.64,102.55,5,0
17599,2025-01-05,1,Sunday,Accessories,Pin Set,Ocean Tales,Theme Park Shop,International,31.85,3,95.55,0,0.0,95.55,2,0
17600,2025-01-05,1,Sunday,Apparel,Jacket,Fantasy Kingdom,Online Store,West Coast,57.2,2,114.4,15,17.16,97.24,4,0
17601,2025-01-05,1,Sunday,Apparel,Hat,Enchanted Forest,Retail Partner,Midwest,49.13,2,98.26,20,19.65,78.61,4,0
17602,2025-01-05,1,Sunday,Toys,Action Figure,Space Rangers,Theme Park Shop,East Coast,44.93,2,89.86,0,0.0,89.86,5,0
17603,2025-01-05,1,Sunday,Accessories,Watch,Enchanted Forest,Retail Partner,International,27.62,1,27.62,0,0.0,27.62,4,0
17604,2025-01-05,1,Sunday,Toys,Puzzle,Ocean Tales,Online Store,West Coast,39.33,2,78.66,0,0.0,78.66,4,0
17605,2025-01-05,1,Sunday,Accessories,Keychain,Space Rangers,Retail Partner,East Coast,26.12,1,26.12,0,0.0,26.12,5,0
17606,2025-01-06,1,Monday,Toys,Action Figure,Fantasy Kingdom,Theme Park Shop,West Coast,36.0,3,108.0,10,10.8,97.2,5,0
17607,2025-01-06,1,Monday,Toys,Board Game,Fantasy Kingdom,Retail Partner,International,35.12,1,35.12,20,7.02,28.1,4,1
17608,2025-01-06,1,Monday,Apparel,Dress,Fantasy Kingdom,Online Store,Midwest,30.26,1,30.26,0,0.0,30.26,4,0
17609,2025-01-06,1,Monday,Toys,Action Figure,Enchanted Forest,Theme Park Shop,East Coast,36.37,2,72.74,0,0.0,72.74,4,0
17610,2025-01-06,1,Monday,Accessories,Phone Case,Enchanted Forest,Pop-Up Event,Midwest,20.71,1,20.71,20,4.14,16.57,4,0
17611,2025-01-06,1,Monday,Toys,Puzzle,Ocean Tales,Online Store,East Coast,24.81,3,74.43,0,0.0,74.43,3,0
17612,2025-01-06,1,Monday,Toys,Action Figure,Space Rangers,Pop-Up Event,Midwest,18.65,5,93.25,20,18.65,74.6,4,0
17613,2025-01-06,1,Monday,Apparel,Jacket,Ocean Tales,Theme Park Shop,International,49.0,1,49.0,10,4.9,44.1,3,0
17614,2025-01-06,1,Monday,Accessories,Keychain,Ocean Tales,Theme Park Shop,East Coast,28.23,1,28.23,20,5.65,22.58,5,0
17615,2025-01-07,1,Tuesday,Apparel,Hat,Hero Squad,Theme Park Shop,Midwest,47.14,3,141.42,15,21.21,120.21,4,0
17616,2025-01-07,1,Tuesday,Accessories,Phone Case,Fantasy Kingdom,Theme Park Shop,East Coast,17.48,2,34.96,15,5.24,29.72,5,0
17617,2025-01-07,1,Tuesday,Accessories,Pin Set,Space Rangers,Retail Partner,Southeast,24.92,1,24.92,5,1.25,23.67,5,0
17618,2025-01-07,1,Tuesday,Toys,Building Set,Enchanted Forest,Pop-Up Event,Midwest,44.67,2,89.34,25,22.34,67.0,5,0
17619,2025-01-07,1,Tuesday,Home,Blanket,Space Rangers,Theme Park Shop,Southeast,15.53,1,15.53,5,0.78,14.75,5,0
17620,2025-01-07,1,Tuesday,Collectibles,Limited Print,Hero Squad,Retail Partner,Midwest,54.62,5,273.1,20,54.62,218.48,3,0
17621,2025-01-07,1,Tuesday,Accessories,Pin Set,Fantasy Kingdom,Pop-Up Event,Midwest,23.47,3,70.41,0,0.0,70.41,4,0
17622,2025-01-07,1,Tuesday,Collectibles,Art Book,Space Rangers,Online Store,West Coast,47.83,4,191.32,20,38.26,153.06,4,0
17623,2025-01-07,1,Tuesday,Home,Blanket,Hero Squad,Retail Partner,West Coast,34.6,2,69.2,10,6.92,62.28,3,0
17624,2025-01-07,1,Tuesday,Accessories,Backpack,Space Rangers,Theme Park Shop,East Coast,32.34,3,97.02,20,19.4,77.62,5,0
17625,2025-01-07,1,Tuesday,Apparel,Hat,Space Rangers,Theme Park Shop,International,42.62,1,42.62,20,8.52,34.1,2,0
17626,2025-01-07,1,Tuesday,Collectibles,Vinyl Figure,Enchanted Forest,Theme Park Shop,International,65.64,4,262.56,0,0.0,262.56,5,0
17627,2025-01-07,1,Tuesday,Collectibles,Art Book,Space Rangers,Theme Park Shop,Southeast,51.03,1,51.03,15,7.65,43.38,5,0
17628,2025-01-07,1,Tuesday,Home,Mug,Fantasy Kingdom,Pop-Up Event,West Coast,14.73,1,14.73,0,0.0,14.73,2,1
17629,2025-01-07,1,Tuesday,Collectibles,Limited Print,Space Rangers,Pop-Up Event,Southeast,61.77,1,61.77,0,0.0,61.77,5,0
17630,2025-01-07,1,Tuesday,Collectibles,Coin Set,Space Rangers,Pop-Up Event,West Coast,38.85,1,38.85,5,1.94,36.91,4,1
17631,2025-01-08,1,Wednesday,Apparel,Hoodie,Space Rangers,Online Store,Midwest,28.14,1,28.14,0,0.0,28.14,2,0
17632,2025-01-08,1,Wednesday,Toys,Board Game,Fantasy Kingdom,Theme Park Shop,East Coast,32.02,1,32.02,20,6.4,25.62,3,0
17633,2025-01-08,1,Wednesday,Collectibles,Art Book,Space Rangers,Online Store,Midwest,61.65,2,123.3,0,0.0,123.3,4,0
17634,2025-01-08,1,Wednesday,Toys,Puzzle,Hero Squad,Theme Park Shop,Midwest,18.1,3,54.3,10,5.43,48.87,5,1
17635,2025-01-08,1,Wednesday,Collectibles,Limited Print,Fantasy Kingdom,Retail Partner,International,69.8,3,209.4,0,0.0,209.4,4,0
17636,2025-01-08,1,Wednesday,Collectibles,Coin Set,Space Rangers,Retail Partner,Southeast,42.09,2,84.18,25,21.05,63.13,3,0
17637,2025-01-08,1,Wednesday,Home,Mug,Fantasy Kingdom,Retail Partner,East Coast,19.87,2,39.74,15,5.96,33.78,4,0
17638,2025-01-08,1,Wednesday,Apparel,Jacket,Ocean Tales,Pop-Up Event,International,30.38,1,30.38,10,3.04,27.34,4,0
17639,2025-01-08,1,Wednesday,Collectibles,Limited Print,Hero Squad,Theme Park Shop,East Coast,78.02,5,390.1,10,39.01,351.09,4,0
17640,2025-01-08,1,Wednesday,Collectibles,Figurine,Ocean Tales,Online Store,Southeast,38.22,1,38.22,0,0.0,38.22,4,0
17641,2025-01-08,1,Wednesday,Toys,Plush Toy,Fantasy Kingdom,Pop-Up Event,Southeast,36.02,1,36.02,25,9.01,27.01,3,0
17642,2025-01-08,1,Wednesday,Home,Ornament,Ocean Tales,Online Store,Southeast,19.54,3,58.62,10,5.86,52.76,3,0
17643,2025-01-08,1,Wednesday,Home,Blanket,Hero Squad,Theme Park Shop,West Coast,28.26,2,56.52,0,0.0,56.52,4,0
17644,2025-01-09,1,Thursday,Collectibles,Coin Set,Hero Squad,Online Store,Southeast,71.76,1,71.76,0,0.0,71.76,1,0
17645,2025-01-09,1,Thursday,Toys,Plush Toy,Fantasy Kingdom,Retail Partner,Southeast,41.42,3,124.26,20,24.85,99.41,4,0
17646,2025-01-09,1,Thursday,Accessories,Backpack,Ocean Tales,Theme Park Shop,Midwest,22.16,2,44.32,5,2.22,42.1,4,0
17647,2025-01-09,1,Thursday,Apparel,T-Shirt,Fantasy Kingdom,Theme Park Shop,West Coast,22.82,1,22.82,0,0.0,22.82,4,1
17648,2025-01-09,1,Thursday,Toys,Building Set,Space Rangers,Online Store,International,17.6,3,52.8,25,13.2,39.6,4,0
17649,2025-01-09,1,Thursday,Home,Mug,Hero Squad,Theme Park Shop,Southeast,23.36,1,23.36,0,0.0,23.36,5,0
17650,2025-01-09,1,Thursday,Accessories,Watch,Ocean Tales,Retail Partner,Midwest,30.86,3,92.58,15,13.89,78.69,5,0
17651,2025-01-09,1,Thursday,Apparel,Dress,Hero Squad,Pop-Up Event,West Coast,45.73,1,45.73,0,0.0,45.73,5,0
17652,2025-01-09,1,Thursday,Apparel,Hat,Enchanted Forest,Theme Park Shop,International,47.35,1,47.35,0,0.0,47.35,4,0
17653,2025-01-09,1,Thursday,Accessories,Phone Case,Ocean Tales,Online Store,Midwest,16.85,1,16.85,0,0.0,16.85,5,0
17654,2025-01-09,1,Thursday,Accessories,Keychain,Fantasy Kingdom,Online Store,West Coast,17.68,1,17.68,0,0.0,17.68,5,0
17655,2025-01-09,1,Thursday,Apparel,T-Shirt,Fantasy Kingdom,Retail Partner,West Coast,57.09,4,228.36,0,0.0,228.36,4,1
17656,2025-01-10,1,Friday,Accessories,Backpack,Hero Squad,Theme Park Shop,West Coast,26.84,1,26.84,10,2.68,24.16,3,0
17657,2025-01-10,1,Friday,Collectibles,Limited Print,Ocean Tales,Online Store,Midwest,32.16,1,32.16,0,0.0,32.16,3,0
17658,2025-01-10,1,Friday,Accessories,Phone Case,Fantasy Kingdom,Online Store,International,27.62,5,138.1,0,0.0,138.1,5,0
17659,2025-01-10,1,Friday,Home,Blanket,Enchanted Forest,Theme Park Shop,West Coast,15.84,1,15.84,5,0.79,15.05,4,0
17660,2025-01-10,1,Friday,Apparel,Hat,Space Rangers,Theme Park Shop,International,47.61,2,95.22,0,0.0,95.22,5,0
17661,2025-01-10,1,Friday,Home,Candle,Space Rangers,Theme Park Shop,East Coast,26.1,2,52.2,0,0.0,52.2,4,0
17662,2025-01-10,1,Friday,Toys,Building Set,Space Rangers,Online Store,Southeast,22.97,1,22.97,10,2.3,20.67,3,0
17663,2025-01-10,1,Friday,Apparel,Dress,Fantasy Kingdom,Theme Park Shop,International,44.4,2,88.8,15,13.32,75.48,4,0
17664,2025-01-10,1,Friday,Home,Wall Art,Ocean Tales,Retail Partner,Midwest,21.37,1,21.37,20,4.27,17.1,3,0
17665,2025-01-11,1,Saturday,Apparel,Jacket,Space Rangers,Theme Park Shop,Southeast,25.74,1,25.74,10,2.57,23.17,3,0
17666,2025-01-11,1,Saturday,Apparel,Jacket,Hero Squad,Theme Park Shop,Southeast,56.56,2,113.12,0,0.0,113.12,4,0
17667,2025-01-11,1,Saturday,Home,Blanket,Space Rangers,Online Store,Midwest,28.14,2,56.28,15,8.44,47.84,5,0
17668,2025-01-11,1,Saturday,Home,Ornament,Enchanted Forest,Online Store,Midwest,22.77,1,22.77,0,0.0,22.77,4,0
